Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
40,Jannik Vestergaard,0.3,1,29,2,0,2019-08-10,27-007,dk DEN,Southampton,@,Burnley,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.27,1,0.00,0.00,1,100.0,3.2,0,1,0.00,0.00,1,100.0,3.2,0,29,49,59.2,0,4,1,0,4,503,229,14,16,87.5,13,21,61.9,2,12,16.7,2,2,0,2,0,0,2,0.0,2,0,0,0,2,4,3,0,0,0,0,0,5,DF,Match Report
41,André Gomes,0.0,0,26,0,0,2019-08-10,26-011,pt POR,Everton,@,Crystal Palace,eng Premier League,D 0-0,Y,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,26,30,86.7,1,3,0,0,6,540,228,7,8,87.5,15,17,88.2,3,3,100.0,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,2,0,0,0,0,0,7,MF,Match Report
42,Chris Basham,0.0,0,37,1,0,2019-08-10,31-021,eng ENG,Sheffield Utd,@,Bournemouth,eng Premier League,D 1-1,Y,81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,37,50,74.0,0,4,0,0,1,648,249,16,17,94.1,14,19,73.7,5,8,62.5,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,3,0,0,0,0,0,2,DF,Match Report
43,Lucas Digne,0.0,1,36,0,0,2019-08-10,26-021,fr FRA,Everton,@,Crystal Palace,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.0,-0.1,0.05,1,0.00,,0,0.0,17.1,0,1,0.00,,0,0.0,17.1,0,36,60,60.0,1,2,2,1,5,553,217,17,23,73.9,16,27,59.3,1,7,14.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,4,DF,Match Report
44,Declan Rice,0.0,0,40,4,0,2019-08-10,20-208,eng ENG,West Ham,,Manchester City,eng Premier League,L 0-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,40,45,88.9,0,7,0,0,2,667,160,21,24,87.5,14,14,100.0,4,6,66.7,4,2,2,2,0,3,5,60.0,2,0,0,0,2,6,0,0,0,0,0,0,8,MF,Match Report
45,Erik Pieters,0.0,1,45,7,0,2019-08-10,31-003,nl NED,Burnley,,Southampton,eng Premier League,W 3-0,Y,90,0,2,2,0,0,0,0,0.0,0.0,0.5,0.5,0.2,0.5,0.0,0.0,+1.5,0.02,1,0.00,,0,0.0,33.1,0,1,0.00,,0,0.0,33.1,0,45,78,57.7,2,4,1,1,3,770,431,25,28,89.3,14,29,48.3,5,14,35.7,7,4,2,5,0,1,2,50.0,1,1,0,1,2,9,2,0,0,0,0,0,5,"DF,MF",Match Report
46,Adam Smith,0.0,0,56,0,0,2019-08-10,28-103,eng ENG,Bournemouth,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,56,64,87.5,0,5,0,0,7,761,255,36,38,94.7,16,18,88.9,2,5,40.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,4,DF,Match Report
47,Harry Kane,0.9,8,17,1,1,2019-08-10,26-013,eng ENG,Tottenham,,Aston Villa,eng Premier League,W 3-1,Y,90,2,0,2,2,0,0,0,0.9,0.9,0.1,1.0,0.2,1.0,+1.1,+1.1,-0.1,0.11,8,0.25,1.00,2,25.0,14.5,0,8,0.25,1.00,2,25.0,14.5,0,17,23,73.9,2,1,1,0,3,280,33,12,13,92.3,3,8,37.5,2,2,100.0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,1,FW,Match Report
48,Ashley Barnes,0.7,4,11,1,2,2019-08-10,29-284,eng ENG,Burnley,,Southampton,eng Premier League,W 3-0,Y,83,2,0,2,2,0,0,0,0.7,0.7,0.0,0.7,0.0,0.7,+1.3,+1.3,0.0,0.17,4,0.50,0.67,3,75.0,9.6,0,4,0.50,0.67,3,75.0,9.6,0,11,19,57.9,0,0,0,0,1,148,22,4,8,50.0,5,7,71.4,0,0,,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,2,0,0,0,3,FW,Match Report
49,Manuel Lanzini,0.1,1,39,1,0,2019-08-10,26-176,ar ARG,West Ham,,Manchester City,eng Premier League,L 0-5,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.09,1,0.00,0.00,1,100.0,9.0,0,1,0.00,0.00,1,100.0,9.0,0,39,49,79.6,0,5,0,0,4,500,124,24,27,88.9,11,13,84.6,2,4,50.0,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,0,0,0,0,6,"MF,FW",Match Report
50,Lewis Dunk,0.0,0,54,2,0,2019-08-10,27-262,eng ENG,Brighton,@,Watford,eng Premier League,W 3-0,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.4,0.4,0.1,0.4,0.0,0.0,+0.6,,0,,,0,,,0,0,,,0,,,0,54,59,91.5,1,4,0,0,5,1299,487,9,12,75.0,36,36,100.0,9,10,90.0,2,2,2,0,0,2,3,66.7,1,2,1,1,2,4,3,0,0,0,0,0,7,DF,Match Report
51,Moussa Sissoko,0.4,4,54,1,0,2019-08-10,29-359,fr FRA,Tottenham,,Aston Villa,eng Premier League,W 3-1,Y,90,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0.1,0.4,-0.4,-0.4,+1.0,0.10,4,0.00,,0,0.0,19.0,0,4,0.00,,0,0.0,19.0,0,54,65,83.1,1,3,0,0,5,731,128,32,36,88.9,16,18,88.9,2,4,50.0,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,0,0,0,0,8,MF,Match Report
52,Lucas Moura,0.3,3,31,1,0,2019-08-10,26-362,br BRA,Tottenham,,Aston Villa,eng Premier League,W 3-1,Y,90,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,0.1,0.6,-0.3,-0.3,+0.7,0.09,3,0.00,0.00,1,33.3,17.7,0,3,0.00,0.00,1,33.3,17.7,0,31,35,88.6,3,1,0,0,1,368,66,24,24,100.0,6,7,85.7,0,0,,1,0,1,0,0,0,0,,0,2,0,2,0,1,0,0,0,0,0,0,4,"FW,MF",Match Report
53,Luka Milivojević,0.0,0,23,3,0,2019-08-10,28-125,rs SRB,Crystal Palace,,Everton,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,23,39,59.0,1,4,0,0,4,524,287,9,15,60.0,8,13,61.5,6,10,60.0,3,1,0,2,1,1,2,50.0,1,1,0,1,2,5,0,1,0,0,0,0,7,MF,Match Report
54,Harry Winks,0.0,1,80,1,0,2019-08-10,23-189,eng ENG,Tottenham,,Aston Villa,eng Premier League,W 3-1,Y,63,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,-0.1,0.03,1,0.00,,0,0.0,26.8,0,1,0.00,,0,0.0,26.8,0,80,83,96.4,2,13,2,0,11,1419,337,39,39,100.0,30,33,90.9,9,9,100.0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,5,MF,Match Report
55,Aaron Lennon,0.0,0,0,1,0,2019-08-10,32-116,eng ENG,Burnley,,Southampton,eng Premier League,W 3-0,N,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,MF,Match Report
56,Jack O'Connell,0.0,0,35,1,0,2019-08-10,25-134,eng ENG,Sheffield Utd,@,Bournemouth,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,35,50,70.0,0,2,1,0,2,522,212,17,19,89.5,14,18,77.8,1,9,11.1,1,1,0,1,0,0,0,,0,3,1,2,2,3,2,0,0,0,0,0,1,DF,Match Report
57,James Ward-Prowse,0.1,2,33,2,0,2019-08-10,24-282,eng ENG,Southampton,@,Burnley,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.2,0.1,-0.1,-0.1,0.0,0.03,2,0.00,0.00,1,50.0,26.2,0,2,0.00,0.00,1,50.0,26.2,0,33,51,64.7,0,3,0,0,2,571,222,15,22,68.2,15,21,71.4,3,7,42.9,2,1,1,1,0,0,2,0.0,2,1,0,1,1,3,0,0,0,0,0,0,7,"MF,DF",Match Report
58,Fabián Balbuena,0.0,0,30,0,0,2019-08-10,27-352,py PAR,West Ham,,Manchester City,eng Premier League,L 0-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,30,40,75.0,0,4,0,0,1,682,253,7,9,77.8,18,20,90.0,5,10,50.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,5,0,0,0,0,0,5,DF,Match Report
59,George Baldock,0.0,1,34,0,1,2019-08-10,26-154,gr GRE,Sheffield Utd,@,Bournemouth,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,24.5,0,1,0.00,,0,0.0,24.5,0,34,43,79.1,0,2,0,0,2,480,154,17,19,89.5,12,13,92.3,1,4,25.0,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,1,0,1,0,0,0,3,DF,Match Report
60,Gerard Deulofeu,0.0,1,14,0,0,2019-08-10,25-150,es ESP,Watford,,Brighton,eng Premier League,L 0-3,Y,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,25.5,0,1,0.00,,0,0.0,25.5,0,14,18,77.8,0,1,0,0,1,174,41,8,11,72.7,4,4,100.0,0,1,0.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,4,FW,Match Report
61,Trézéguet,0.2,2,9,3,0,2019-08-10,24-313,eg EGY,Aston Villa,@,Tottenham,eng Premier League,L 1-3,Y,58,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,0.0,0.3,-0.2,-0.2,0.0,0.10,2,0.00,0.00,1,50.0,13.7,0,2,0.00,0.00,1,50.0,13.7,0,9,13,69.2,1,1,1,1,1,163,41,4,4,100.0,3,4,75.0,2,5,40.0,3,1,3,0,0,1,3,33.3,2,1,0,1,0,3,3,0,0,0,0,0,1,"FW,MF",Match Report
62,Ederson,0.0,0,34,0,0,2019-08-10,25-358,br BRA,Manchester City,@,West Ham,eng Premier League,W 5-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,34,37,91.9,0,0,0,0,0,619,362,13,13,100.0,18,18,100.0,3,5,60.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,GK,Match Report
63,Moise Kean,0.0,0,3,0,0,2019-08-10,19-163,it ITA,Everton,@,Crystal Palace,eng Premier League,D 0-0,N,22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,3,100.0,0,0,0,0,0,23,0,0,0,,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,2,FW,Match Report
64,Steve Cook,0.1,1,60,0,0,2019-08-10,28-113,eng ENG,Bournemouth,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.05,1,0.00,,0,0.0,17.2,0,1,0.00,,0,0.0,17.2,0,60,69,87.0,0,0,0,0,2,1400,453,11,14,78.6,37,40,92.5,12,15,80.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,0,0,0,0,2,DF,Match Report
65,Craig Dawson,0.2,2,29,3,0,2019-08-10,29-096,eng ENG,Watford,,Brighton,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.12,2,0.00,0.00,1,50.0,11.4,0,2,0.00,0.00,1,50.0,11.4,0,29,36,80.6,0,2,0,0,4,693,269,6,8,75.0,16,18,88.9,7,9,77.8,3,1,1,2,0,1,1,100.0,0,0,0,0,3,6,4,0,0,0,0,0,4,DF,Match Report
66,Jan Bednarek,0.1,1,34,0,0,2019-08-10,23-120,pl POL,Southampton,@,Burnley,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.6,0.3,-0.1,-0.1,-0.3,0.05,1,0.00,,0,0.0,15.4,0,1,0.00,,0,0.0,15.4,0,34,53,64.2,1,1,0,0,3,625,294,18,21,85.7,8,16,50.0,7,14,50.0,0,0,0,0,0,0,1,0.0,1,1,1,0,3,3,7,0,0,0,0,0,3,DF,Match Report
67,Connor Wickham,0.0,0,2,0,1,2019-08-10,26-132,eng ENG,Crystal Palace,,Everton,eng Premier League,D 0-0,N,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,5,40.0,0,0,0,0,0,26,1,1,3,33.3,1,2,50.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,"FW,MF",Match Report
68,Oliver Norwood,0.0,0,58,3,0,2019-08-10,28-120,nir NIR,Sheffield Utd,@,Bournemouth,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,58,74,78.4,1,9,2,1,9,1124,376,23,24,95.8,24,32,75.0,8,15,53.3,3,1,1,1,1,3,4,75.0,1,1,0,1,3,6,0,0,0,0,0,0,14,MF,Match Report
69,Joshua King,0.1,1,13,0,0,2019-08-10,27-207,no NOR,Bournemouth,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,,0,0.0,18.1,0,1,0.00,,0,0.0,18.1,0,13,24,54.2,1,1,0,0,2,175,52,8,10,80.0,3,7,42.9,1,2,50.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,0,0,0,0,7,"FW,MF",Match Report
70,Mathew Ryan,0.0,0,28,0,0,2019-08-10,27-124,au AUS,Brighton,@,Watford,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,28,39,71.8,0,0,0,0,0,776,538,2,2,100.0,17,17,100.0,9,20,45.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,1,GK,Match Report
71,Aaron Ramsdale,0.0,0,16,0,0,2019-08-10,21-088,eng ENG,Bournemouth,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,16,26,61.5,0,0,0,0,0,379,212,3,3,100.0,11,11,100.0,2,12,16.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
72,Jordan Pickford,0.0,0,26,0,0,2019-08-10,25-156,eng ENG,Everton,@,Crystal Palace,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,26,36,72.2,0,0,0,0,0,637,422,4,4,100.0,17,17,100.0,5,15,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,GK,Match Report
73,Ashley Westwood,0.0,0,19,0,0,2019-08-10,29-131,eng ENG,Burnley,,Southampton,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,33,57.6,1,0,0,0,3,266,62,11,13,84.6,6,10,60.0,1,7,14.3,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,0,0,0,0,5,MF,Match Report
74,Jay Rodriguez,0.0,0,0,0,0,2019-08-10,30-012,eng ENG,Burnley,,Southampton,eng Premier League,W 3-0,N,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
75,Nick Pope,0.0,0,18,0,0,2019-08-10,27-113,eng ENG,Burnley,,Southampton,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,18,38,47.4,1,2,0,0,0,738,633,3,3,100.0,5,5,100.0,10,28,35.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,2,GK,Match Report
76,Oriol Romeu,0.1,2,32,1,0,2019-08-10,27-320,es ESP,Southampton,@,Burnley,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,0.1,-0.1,-0.1,-0.1,0.03,2,0.00,,0,0.0,24.2,0,2,0.00,,0,0.0,24.2,0,32,47,68.1,1,5,1,0,9,564,217,15,19,78.9,14,18,77.8,3,7,42.9,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,1,0,0,0,0,0,7,MF,Match Report
77,Neal Maupay,0.4,1,6,0,0,2019-08-10,22-361,fr FRA,Brighton,@,Watford,eng Premier League,W 3-0,N,27,1,0,1,1,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,+0.6,+0.6,0.0,0.36,1,1.00,1.00,1,100.0,12.8,0,1,1.00,1.00,1,100.0,12.8,0,6,6,100.0,0,0,0,0,0,79,22,5,5,100.0,0,0,,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,FW,Match Report
78,Sergio Agüero,0.8,0,3,0,0,2019-08-10,31-069,ar ARG,Manchester City,@,West Ham,eng Premier League,W 5-0,N,22,1,0,1,0,1,1,0,0.8,0.0,0.0,0.8,0.0,0.0,+0.2,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,3,100.0,0,0,0,0,1,34,19,1,1,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,FW,Match Report
79,Chris Wood,0.0,1,5,0,3,2019-08-10,27-246,nz NZL,Burnley,,Southampton,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,15.8,0,1,0.00,,0,0.0,15.8,0,5,15,33.3,0,0,0,0,0,56,19,3,8,37.5,1,4,25.0,0,0,,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,3,0,0,0,2,FW,Match Report
80,Aaron Cresswell,0.0,0,31,1,0,2019-08-10,29-238,eng ENG,West Ham,,Manchester City,eng Premier League,L 0-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,31,40,77.5,0,3,0,0,2,453,163,18,18,100.0,11,12,91.7,1,4,25.0,1,1,1,0,0,0,1,0.0,1,2,1,1,0,1,0,0,0,0,0,0,2,DF,Match Report
81,Björn Engels,0.0,0,15,2,0,2019-08-10,24-329,be BEL,Aston Villa,@,Tottenham,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,15,17,88.2,0,1,0,0,1,294,120,6,6,100.0,8,9,88.9,1,2,50.0,2,0,2,0,0,0,0,,0,2,2,0,1,3,6,0,0,0,0,0,3,DF,Match Report
82,Morgan Schneiderlin,0.0,0,48,1,0,2019-08-10,29-275,fr FRA,Everton,@,Crystal Palace,eng Premier League,D 0-0,Y,75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,48,54,88.9,1,4,1,0,8,784,194,21,22,95.5,20,21,95.2,5,8,62.5,1,0,0,1,0,0,1,0.0,1,1,1,0,2,3,3,0,0,0,0,0,0,MF,Match Report
83,Oleksandr Zinchenko,0.1,1,59,2,0,2019-08-10,22-238,ua UKR,Manchester City,@,West Ham,eng Premier League,W 5-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.05,1,0.00,,0,0.0,22.8,0,1,0.00,,0,0.0,22.8,0,59,67,88.1,1,2,3,2,6,795,282,32,34,94.1,17,21,81.0,4,6,66.7,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,4,0,0,0,0,0,5,DF,Match Report
84,Scott Dann,0.2,1,20,0,0,2019-08-10,32-177,eng ENG,Crystal Palace,,Everton,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.17,1,0.00,,0,0.0,3.0,0,1,0.00,,0,0.0,3.0,0,20,29,69.0,0,2,0,0,2,377,176,7,10,70.0,12,13,92.3,1,6,16.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,0,0,0,0,0,3,DF,Match Report
85,Yan Valery,0.0,0,22,1,1,2019-08-10,20-169,tn TUN,Southampton,@,Burnley,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.3,0.5,0.0,0.0,-0.5,,0,,,0,,,0,0,,,0,,,0,22,38,57.9,1,0,1,1,1,349,190,13,18,72.2,5,10,50.0,3,8,37.5,1,0,0,0,1,0,0,,0,2,0,2,0,1,2,0,1,0,0,0,4,DF,Match Report
86,Dominic Calvert-Lewin,0.1,1,11,0,0,2019-08-10,22-147,eng ENG,Everton,@,Crystal Palace,eng Premier League,D 0-0,Y,68,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.08,1,0.00,,0,0.0,8.3,0,1,0.00,,0,0.0,8.3,0,11,15,73.3,1,0,0,0,0,102,14,8,12,66.7,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,2,FW,Match Report
87,Étienne Capoue,0.0,1,52,1,0,2019-08-10,31-030,fr FRA,Watford,,Brighton,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,31.9,0,1,0.00,,0,0.0,31.9,0,52,60,86.7,0,9,1,0,8,945,227,22,25,88.0,18,22,81.8,9,10,90.0,1,0,0,0,1,0,0,,0,0,0,0,3,4,1,0,0,0,0,0,5,MF,Match Report
88,Tanguy Ndombele,0.0,2,47,3,0,2019-08-10,22-225,fr FRA,Tottenham,,Aston Villa,eng Premier League,W 3-1,Y,89,1,0,1,1,0,0,0,0.0,0.0,0.2,0.2,0.4,0.2,+1.0,+1.0,-0.2,0.02,2,0.50,1.00,1,50.0,28.2,0,2,0.50,1.00,1,50.0,28.2,0,47,57,82.5,1,7,1,0,7,626,159,32,37,86.5,13,15,86.7,1,2,50.0,3,2,0,2,1,0,1,0.0,1,1,0,1,1,4,0,0,0,0,0,0,4,MF,Match Report
89,Martín Montoya,0.0,0,32,2,0,2019-08-10,28-118,es ESP,Brighton,@,Watford,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,32,50,64.0,1,3,2,0,5,498,219,21,28,75.0,7,16,43.8,4,4,100.0,2,2,2,0,0,0,0,,0,1,0,1,1,3,2,0,0,0,0,0,5,"DF,MF",Match Report
90,John Stones,0.0,0,49,3,0,2019-08-10,25-074,eng ENG,Manchester City,@,West Ham,eng Premier League,W 5-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,49,52,94.2,0,4,0,0,3,821,299,27,27,100.0,15,17,88.2,5,6,83.3,3,3,2,1,0,0,0,,0,0,0,0,1,4,4,0,0,0,0,0,5,DF,Match Report
91,Patrick van Aanholt,0.0,0,25,2,0,2019-08-10,28-346,nl NED,Crystal Palace,,Everton,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,25,43,58.1,0,1,0,0,1,434,280,8,14,57.1,16,22,72.7,0,4,0.0,2,0,1,1,0,2,2,100.0,0,3,1,2,1,3,2,0,0,0,0,0,5,DF,Match Report
